IdDescripcionRuta,CodigoComarca,NombreComarca,TipoRuta,DescripcionTipoRutaES,DescripcionTipoRutaEU,CodigoMunicipioInicio,NombreMunicipioInicio,CodigoMunicipioFin,NombreMunicipioFin,Trazado,CodigoSeguridad,DescripcionSeguridadES,DescripcionSeguridadEU,CodigoAccesibilidad,DescripcionAccesibilidadES,DescripcionAccesibilidadEU,CodigoDificultad,DescripcionDificultadES,DescripcionDificultadEU,LongitudIdaVuelta,LongitudIda,DesnivelPositivoIda,DesnivelNegativoIda,TiempoIda,LongitudVuelta,DesnivelPositivoVuelta,DesnivelNegativoVuelta,TiempoVuelta,TransportePublico,LatitudInicial,LatitudFinal,LongitudInicial,LongitudFinal,NombreRuta,InformacionRutaES,InformacionRutaEU,InformacionBreveRutaES,InformacionBreveRutaEU,DireccionInicioES,DireccionInicioEU,DireccionFinES,DireccionFinEU,UrlInformacion,UrlGPX,UrlFichaDescriptivaES,UrlFichaDescriptivaEU
EZK09,8,Ezkerraldea,0,Circular,Zirkularra,85,Muskiz,,Muskiz,EZK09.gpx,4,Alta,Handia,3,Media,Ertaina,3,Media,Ertaina,3.88,3.88,40,40,00:59,,,,,1,43.3233558387,,-3.1246741768,,Muskiz: San Juan-San Julian,"El itinerario une el casco urbano de Muskiz con San Julián. Sale de San Juan hacia el norte por el camino que acompaña al Barbadun por su margen izquierda, sobre vía pavimentada primero, sobre gravilla en su mayor parte; llega a San Julián y sube hasta el casco la breve y única pendiente del recorrido (tramos con pendiente superior al 15%). Desde San Julián vuelve por la acera que acompaña a la carretera local que une ambos núcleos, pasa por el parque de Fuente Vieja y termina subiendo al punto de inicio.","Ibilbideak Muskizeko herrigunea eta San Julian elkartzen ditu. San Juandik abiatzen da iparralderantz Barbaduneko ezkerraldeko ibaiertzean doan bidean zehar, zoladun bidea da hasiera batean eta hartxintxarrezkoa tarterik luzeenean; San Julianera iritsi eta herrigunera igotzen da ibilbideko malda motz eta bizi bakarrean gora (%15etik gorako tarteak). San Juliandik bi herriguneak batzen dituen errepideko espaloiaren gainean itzultzen da, Fuente Viejako parkearen ondotik igarotzen da eta abiapuntura igoz amaitzen da.",El itinerario recorre parte de los cascos urbanos de San Juan y San Julián.,Ibilbideak San Juan eta San Julianeko herriguneak zeharkatzen ditu tarte batean.,"San Juan, 2","San Juan, 2",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/127,https://www.bizkaia.eus/documents/1544457/1565773/EZK09.gpx,https://www.bizkaia.eus/documents/1544457/1565773/EZK09_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/EZK09_eu.pdf
EZK10,8,Ezkerraldea,1,Lineal,Lineala,85,Muskiz,85.0,Muskiz,EZK10.gpx,2,Baja,Txikia,2,Baja,Txikia,2,Alta,Handia,6.9,3.45,72,17,00:52,6.9,89.0,89.0,01:44,1,43.3448183723,,-3.1243891921,,Muskiz: Pobeña-Itsaslur-Kobaron,"El itinerario recorre la costa de Muskiz uniendo Pobeña con Kobaron, siguiendo el Paseo de Itsas-Lur. Sale del aparcamiento de Pobeña subiendo la larga escalera que sube 30m de desnivel; a partir de este punto recorre una vía ancha con buen firme, bordeando en varios puntos el acantilado; llega primero al aparcamiento de Kobaron, y finalmente al barrio. Desde el aparcamiento se puede prolongar la caminata hasta Ontón (Cantabria) en un recorrido de 2.500m que incluye el túnel del Piquillo.","Ibilbideak Muskizeko kostaldea kurritzen du Pobeña eta Kobaron artean, Itsas-Lur ibilbidean zehar. Pobeña aparkalekutik eskaileratan gora abiatzen da (30 metrotako altuera irabazten du tarte luze bakarrean); puntu honetatik aurrera zoladura oneko bide zabalean aurrera egiten du, amildegiko ertzetik hainbat tartetan; Kobarongo aparkalekura iristen da lehenengo, eta auzora jarraian. Aparkalekutik ibilaldia Ontóneraino (Kantabrian) 2.500 metrotan luza daiteke, Piquilloko tunela barne.",El itinerario recorre parte del casco urbano de Pobeña y llega a Kobaron.,Ibilbideak Pobeñako herrigunea zeharkatzen du tarte batean eta Kobaronera iristen da.,Barrio Pobeña,Pobeña auzoa,Barrio Kobaron,Kobaron auzoa,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/128,https://www.bizkaia.eus/documents/1544457/1565773/EZK10.gpx,https://www.bizkaia.eus/documents/1544457/1565773/EZK10_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/EZK10_eu.pdf
EZK11,8,Ezkerraldea,0,Circular,Zirkularra,85,Muskiz,,Muskiz,EZK11.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,0.68,0.68,2,2,00:11,,,,,1,43.3448136784,,-3.1243578438,,Muskiz: Pobeña,"El itinerario recorre un corto circuito (700m) junto al aparcamiento de la playa de Pobeña, en Muskiz. Se trata de una vía totalmente llana y exclusiva para peatones y ciclistas en torno a un parque.","Ibilbideak zirkuitu motz bat kurritzen du (700m) Pobeñako aparkalekuaren ondoan, Muskizen. Parke baten inguruko bide erabat laua da, oinezkoentzako eta txirrindularientzako mugatua.",El itinerario recorre parte del casco urbano de Pobeña.,Ibilbideak Pobeñako herrigunea zeharkatzen du tarte batean.,Barrio Pobeña,Pobeña auzoa,,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/129,https://www.bizkaia.eus/documents/1544457/1565773/EZK11.gpx,https://www.bizkaia.eus/documents/1544457/1565773/EZK11_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/EZK11_eu.pdf
EZK12,8,Ezkerraldea,0,Circular,Zirkularra,85,Muskiz,,Muskiz,EZK12.gpx,3,Media,Ertaina,3,Media,Ertaina,3,Media,Ertaina,3.01,3.01,53,53,00:45,,,,,1,43.3233904559,,-3.1247348618,,Muskiz: San Juan,"El itinerario rodea el casco urbano de Muskiz. Baja desde el ayuntamiento y sube al colegio Somorrostro (tramos que superan el 8%). Cruza el río Castaños y comienza el circuito que sube junto al río y bordea las urbanizaciones de Las Acacias por una vía local asfaltada que pasa por La Rabuda y La Casería. A la altura del colegio San Juan recupera el trazado del río, volviendo al punto de inicio por el camino de ida.","Ibilbideak Muskizeko herrigunea inguratzen du. Udaletxetik jeitsi eta Somorrostro eskolara igotzen da (%8tik gorako tarteak). Castaños ibaia gurutzatu eta errekan gora egiten duen zirkuitua hasten du, Las Acaciaseko urbanizazioak inguratuz, La Rabuda eta La Caseríatik igarotzen den asfaltozko bide bati jarraituz. San Juan ikastetxearen parean errekako ibilbidea hartzen du berriro, joaneko bidetik itzultzen delarik abiapuntura.",El itinerario recorre el casco urbano de San Juan.,Ibilbideak San Juango herrigunea zeharkatzen du.,"San Juan, 2","San Juan, 2",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/130,https://www.bizkaia.eus/documents/1544457/1565773/EZK12.gpx,https://www.bizkaia.eus/documents/1544457/1565773/EZK12_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/EZK12_eu.pdf
ENK01,9,Enkarterriak,1,Lineal,Lineala,86,Alonsotegi,86.0,Alonsotegi,ENK01.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,3.98,1.99,21,12,00:30,3.98,33.0,33.0,01:00,1,43.2450848725,,-2.9883313738,,Alonsotegi: bidegorria,"El itinerario recorre en Alonsotegi el bidegorri acondicionado junto al Cadagua. Sale de la plaza Doctor Madinabeitia, y llega por Erdiko al barrio de Irauregi, en la margen izquierda del río Cadagua. Recorre el paseo acondicionado en Koskojales, y pasado el puente recorre Ularki, por asfalto al principio y por aceras después. Se entra en el bidegorri acondicionado entre el río y las vías de tren, hasta que se interrumpe a la altura del barrio Kortatxu, en la otra orilla. El recorrido puede prolongarse más, por pista al principio, siguiendo un sendero más adelante.","Ibilbideak Kadagua ibaiaren ondoan egokitutako bidegorria kurritzen du, Alonsotegin. Doctor Madinabeitia plazatik abiatzen da, Erdiko kaletik Irauregi auzora iristen delarik, Kadagua ibaiaren ezkerraldean. Koskojales egokitutako pasealekua kurritzen du, eta zubia gurutzatu ondoren Ularki zeharkatzen du, asfalto gainetik hasieran eta espaloietan zehar ondoren. Trenbidearen eta errekaren artean egokitutako bidegorrian sartzen da gero, ibaiaren beste ertzean dagoen Kortatxu auzoaren parean eteten den arte. Ibilaldia gehiago luza daiteke, pista gainean hasieran, eta bidezidor bati jarraituz ondoren.",El itinerario recorre parte del casco urbano de Alonsotegi.,Ibilbideak Alonsotegiko herrigunea zeharkatzen du tarte batean.,"Dr. Madinabeitia plaza, 1","Dr. Madinabeitia plaza, 1","Barrio Ularki, bidegorri","Ularki auzoa, bidegorria",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/131,https://www.bizkaia.eus/documents/1544457/1565773/ENK01.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK01_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK01_eu.pdf
ENK02,9,Enkarterriak,1,Lineal,Lineala,86,Alonsotegi,,Alonsotegi,ENK02.gpx,3,Media,Ertaina,3,Media,Ertaina,3,Media,Ertaina,8.84,4.42,61,61,01:07,8.84,122.0,122.0,02:13,1,43.2451366726,,-2.9882032983,,Alonsotegi-Kastrexana-Zorrotza,"El itinerario une Alonsotegi con Zorrotza, pasando por Kastrexana. Sale de la plaza Doctor Madinabeitia, discurre por aceras en dirección norte hacia el barrio de Irauregi, en la margen izquierda del río Cadagua. Gira a la derecha para bajar junto al río en un recorrido sobre el asfalto, sin arcén en El Cerro y por una banda peatonal señalizada en el arcén en Pertxeta. Se suceden tramos más o menos protegidos para el peatón, con subidas y bajadas (tramos que superan el 12%). En Las Delicias se cruza el río y se toma la acera de la BI-3742 hacia Kastrexana. A partir del batzoki la acera mejora, pero a las puertas de Zorrotza (Amistad) se estrecha notablemente en el PK62, donde se da por terminada la ruta.","Ibilbideak Alonsotegi eta Zorrotza elkartzen ditu, Kastrexanatik igarotzen delarik. Doctor Madinabeitia plazatik abiatzen da, Erdiko kaletik Irauregi auzora iristen delarik, Kadagua ibaiaren ezkerraldean. Eskuinera bira egin eta ibaiarekin batera jaisten da asfalto gainean, bazterbiderik gabe El Cerron eta bazterbidean seinalezttutako oinezko errei bati jarraituz Pertxetan. Oinezkoarentzako tarte babestuagoak edo babesgabeak txandakatzen dira, baita igoera eta jeitsierak ere (%12tik gorako tarteak). Las Deliciasen ibaia gurutzatzen da eta BI-3742 errepideko espaloia hartzen da Kastrexana aldera. Batzokitik aurrera espaloiak hobera egiten du, baina Zorrotzako sarreran (Adiskidetasuna), PK6an nabarmen estutzen da, ibilbidea bukatutzat ematen delarik.","El itinerario recorre parte del casco urbano de Alonsotegi, pasa por Pertxeta, Urgozo (Barakaldo) y Kastrejana (Bilbao), llegando a Zorrotza.","Ibilbideak Alonsotegiko herrigunea zeharkatzen du tarte batean, Pertxeta, Urgozo (Barakaldo) eta Kastrejanatik (Bilbo) pasa eta Zorrotzara iristen da.","Dr. Madinabeitia plaza, 1","Dr. Madinabeitia plaza, 1","Zorrotza, Flex","Zorrotza, Flex",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/132,https://www.bizkaia.eus/documents/1544457/1565773/ENK02.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK02_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK02_eu.pdf
ENK05,9,Enkarterriak,1,Lineal,Lineala,87,Gueñes,86.0,Alonsotegi,ENK05.gpx,3,Media,Ertaina,4,Alta,Handia,3,Media,Ertaina,13.14,6.57,42,67,01:39,13.14,109.0,109.0,03:18,1,43.2007273380,,-3.0487696733,,Sodupe-La Quadra-Arbuio,"El itinerario une Sodupe (Güeñes) con Arbuio (Alonsotegi) siguiendo la Vía Verde del Kadagua, sobre un tramo del ferrocarril de La Robla. Sale por Iartu hacia el norte, siguiendo una vía asfaltada con tráfico restringido y recorre la estrecha franja entre el río y la BI-636. Pasa por La Quadra y Linatza, superando en Monte Alegre una subida y una bajada con tramos que superan el 12%. Baja a Arbuio, visita la ruina de La Rica y finaliza en la parada de Bizkaibus, en la BI-3651.","Ibilbideak Sodupe (Gueñes) eta Arbuio (Alonsotegi) elkartzen ditu, Kadaguako Bide Berdeari jarraituz, La Roblako trenbidearen tarte baten gainean. Iartutik abiatzen da iparralderantz, trafiko mugatuko asfaltozko bide batean zehar, ibaiaren eta BI-636 errepidearen arteko tarte estuan. La Quadra eta Linatzatik igarotzen da, Monte Alegren igoera eta jeitsiera bizi bana gaindituz (%12tik gorako tarteak). Arbuiora jaisten da, La Ricako hondarrak bisitatu eta BI-3651 ondoan amaitzen da, Bizkaibuseko geltokian.","El itinerario recorre el casco urbano de Sodupe, pasa por La Quadra y llega a Arbuio (Alonsotegi).","Ibilbideak Sodupeko herrigunea zeharkatzen du tarte batean, La Quadratik pasa eta Arbuiora (Alonsotegi) iristen da.","Sodupe, Herriko Plaza","Sodupe, Herriko Plaza","Arbuio kalea, 18","Arbuio kalea, 18",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/135,https://www.bizkaia.eus/documents/1544457/1565773/ENK05.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK05_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK05_eu.pdf
ENK06,9,Enkarterriak,1,Lineal,Lineala,87,Gueñes,87.0,Gueñes,ENK06.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,4.08,2.04,22,9,00:31,4.08,31.0,31.0,01:02,1,43.2330668159,,-3.0158261117,,Güeñes: Zaramillo-La Quadra,"El itinerario une en Güeñes los barrios de Zaramillo y La Quadra. Sale de Zaramillo hacia el sur por la acera de la BI-3651, en paralelo al río Kadagua. En Markoleta cruza el puente sobre el ferrocarril Bilbao-Santander y el río, y sube al núcleo de La Quadra por calles sin aceras.","Ibilbideak Gueñesko Zaramillo eta La Quadra auzoak elkartzen ditu. Zaramillotik hegoalderantz abiatzen da BI-3651 errepideko espaloian zehar, Kadagua ibaiaren ondoan. Markoletan zubia gurutzatzen du Bilbo-Santander trenbidearen eta ibaiaren gainetik, eta espaloirik gabeko kaleetatik igotzen da La Quadrako gune nagusira.",El itinerario recorre los cascos urbanos de Zaramillo y La Quadra.,Ibilbideak Zaramillo eta La Quadrako herriguneak zeharkatzen ditu.,"Zaramillo, Plaza Madalenako","Zaramillo, Plaza Madalenako","La Quadra auzoa, Gortabarri kalea","La Quadra auzoa, Gortabarri kalea",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/136,https://www.bizkaia.eus/documents/1544457/1565773/ENK06.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK06_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK06_eu.pdf
ENK03,9,Enkarterriak,1,Lineal,Lineala,87,Gueñes,87.0,Gueñes,ENK03.gpx,4,Alta,Handia,4,Alta,Handia,3,Media,Ertaina,11.1,5.55,30,43,01:24,11.1,73.0,73.0,02:47,1,43.2106245216,,-3.0944427475,,Güeñes-Kadagua-Sodupe,"El itinerario une Güeñes con Sodupe, bajando por la vega del Kadagua comprendida entre el río y la BI-636. Sale hacia el sur por Estación, cruza el ferrocarril y entra en una vía de asfalto de tráfico restringido que atraviesa prados y entornos rurales; pasa por San Martín y la depuradora, con algún tramo que supera el 6% y entra a Sodupe por Atxeta; llega por Zelaieta al punto final, en San Vicente.","Ibilbidea Gueñes eta Sodupe elkartzen ditu, Kadaguako ibarra kurrituz, ibaiaren eta BI-636 errepidearen artean dagoen tartean. Hegoalderantz abiatzen da Estación kaletik, trenbidea gurutzatu eta trafiko mugatuko asfaltozko bide batean sartzen da, landa-inguruneak eta zelaiak gurutzatzen dituena; San Martinetik eta araztegitik igarotzen da, %6tik gorako tarteren batekin; Atxetatik sartzen da Sodupera eta Zelaietatik amaipuntura, Done Bikendin (San Vicente).","El itinerario recorre parte del casco urbano de Güeñes, pasa por Santxosolo y recorre parte del casco urbano de Sodupe.","Ibilbideak Gueñesko herrigunea zeharkatzen du tarte batean, Santxosolotik pasa eta Sodupeko herrigunea zeharkatzen du tarte batean.","Enkarterri, 5","Enkarterri, 5","Sodupe, Herriko Plaza","Sodupe, Herriko Plaza",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/133,https://www.bizkaia.eus/documents/1544457/1565773/ENK03.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK03_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK03_eu.pdf
ENK04,9,Enkarterriak,0,Circular,Zirkularra,87,Gueñes,,Gueñes,ENK04.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,3.57,3.57,35,35,00:54,,,,,1,43.2105530240,,-3.0945946276,,Güeñes-San Martin,"El itinerario recorre en Güeñes la vega del Kadagua comprendida entre el casco y San Martín. Sale hacia el sur por Estación, cruza el ferrocarril y entra en una vía de asfalto de tráfico restringido que atraviesa prados y entornos rurales; en San Martín gira al norte, pasa por Santxosolo, cruza el río y llega a la BI-3651; vuelve hasta el punto de partida por la acera de esta carretera (la acera no es continua en ambos lados y en toda su longitud).","Ibilbideak Gueñesen Kadaguako ibarra kurritzen du, herrigunearen eta San Martinen artean. Hegoalderantz abiatzen da Estación kaletik, trenbidea gurutzatu eta trafiko mugatuko asfaltozko bide batean sartzen da, landa-inguruneak eta zelaiak gurutzatzen dituena; San Martinen iparralderantz bira egin, Santxolotik igaro, ibaia gurutzatu eta BI-3651 errepidera iristen da. Abiapuntura errepide honetako espaloian zehar itzultzen da (espaloia ez da jarraia errepideko alde bietan luzera osoan zehar).","El itinerario recorre parte del casco urbano de Güeñes, y pasa junto a Lasier, Sologutxi y Santxosolo.","Ibilbideak Gueñesko herrigunea zeharkatzen du tarte batean, Lasier ondotik, Sologutxitik eta Santxosolotik pasatzen delarik.","Enkarterri, 5","Enkarterri, 5",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/134,https://www.bizkaia.eus/documents/1544457/1565773/ENK04.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK04_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK04_eu.pdf
ENK07,9,Enkarterriak,0,Circular,Zirkularra,88,Gordexola,,Gordexola,ENK07.gpx,3,Media,Ertaina,3,Media,Ertaina,3,Media,Ertaina,4.36,4.36,26,26,01:06,,,,,1,43.1799633522,,-3.0735413823,,Gordexola: Molinar-El pontón,"El itinerario recorre la vega del río Herrerías en Gordexola, entre el casco urbano (Molinar) y el barrio Urarte / El Pontón. Sube suavemente por la acera de la carretera a Artziniega hasta Urarte / El Pontón; en el caserío El Millar, donde la acera se interrumpe, baja al río y recorre su orilla siguiendo vías locales asfaltadas en una suave bajada; pasa por Santa Isabel y entra en el casco por la urbanización de Ibaiondo. Ya sobre aceras, vuelve al punto de inicio después de pasar junto al parque y el campo de fútbol.","Ibilbideak Herrerias ibaiko ibarra kurritzen du, Gordexolako herrigunearen (Molinar) eta Urarte / El Pontón auzoaren artean. Artziniegara daraman errepideko espaloian zehar pixkanaka igotzen da Urarte / El Pontón auzoraino; El Millar baserrian, espaloia amaitzen den puntuan, ibaira jaisten da eta bere bazterretik doa tokiko asfaltozko bideetan zehar; Santa Isabeletik igaro eta herrigunera sartzen da Ibaiondoko urbanizaziotik. Espaloi gainetik jada, abiapuntura itzultzen da parkearen eta futbol zelaiaren ondotik igaro ondoren.",El itinerario recorre parte del casco urbano de Molinar Plaza y pasa por Sandamendi y El Pontón-Urarte.,"Ibilbideak Molinar Plazako herrigunea zeharkatzen du tarte batean, Sandamenditik eta El Pontón-Urartetik pasatzen delarik.","Molinar plaza, 1","Molinar plaza, 1",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/137,https://www.bizkaia.eus/documents/1544457/1565773/ENK07.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK07_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK07_eu.pdf
ENK08,9,Enkarterriak,0,Circular,Zirkularra,88,Gordexola,,Gordexola,ENK08.gpx,4,Alta,Handia,4,Alta,Handia,3,Media,Ertaina,5.96,5.96,30,30,01:30,,,,,1,43.1800357718,,-3.0735297315,,Gordexola: Molinar-Ugarte,"El itinerario recorre la vega del río Herrerías en Gordexola, entre el casco urbano (Molinar) y el barrio Ugarte. Sale de Molinar hacia el este por la acera de la carretera; en Zubiete cruza el puente sobre el río y toma un camino asfaltado que discurre por la orilla del río, pasando por entornos rurales de La Calzada; en Zubietatorre cruza el río y continúa por la acera de la carretera; en Ugarte inicia el camino de vuelta, que une el barrio con Molinar directamente por la acera de la carretera.","Ibilbideak Herrerias ibaiko ibarra kurritzen du, Gordexolako herrigunearen (Molinar) eta Ugarte auzoaren artean. Molinarretik ekialderantz abiatzen da errepideko espaloiari jarraika; Zubieten zubia gurutzatu eta erreka bazterretik doan asfaltozko bide bat hartzen du, La Calzadako landa-inguruneak zeharkatuz; Zubietatorren erreka gurutzatu eta errepideko espaloi gainean jarraitzen du; Ugarten itzulbidea hartzen du, auzoa Molinarrekin elkartzen duen errepideko espaloi gainetik.",El itinerario recorre parte del casco urbano de Molinar Plaza y pasa por Oxirando y Zubiete.,"Ibilbideak Molinar Plazako herrigunea zeharkatzen du tarte batean, Oxirando eta Zubietetik pasatzen delarik.","Molinar plaza, 1","Molinar plaza, 1",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/138,https://www.bizkaia.eus/documents/1544457/1565773/ENK08.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK08_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK08_eu.pdf
ENK25,9,Enkarterriak,1,Lineal,Lineala,89,Zalla,89.0,Zalla,ENK25.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,6.54,3.27,31,16,00:50,6.54,47.0,47.0,01:39,1,43.2134741172,,-3.1336530391,,Zalla: Mimetiz-Bidegorri-Bolunburu,"El itinerario une el casco urbano de Zalla con Bolunburu, siguiendo el bidegorri acondicionado en parte sobre el antiguo trazado del ferrocarril de La Robla. Sale del ayuntamiento al este por Sesé y al sur por Lanzagorta. Pasado Mendieta deja las aceras y accede al bidegorri girando al oeste: se trata de una vía asfaltada sin tráfico rodado y acondicionada para el paseo. Recorre la vega del Kadagua entre el río y la BI-636 y llega al parque de Bolunburu cruzando el río después de una sombría zona boscosa.","Ibilbideak Zallako herrigunea Bolunbururekin elkartzen du, neurri batean La Roblako aintzinako trenbideaan egokitutako bidegorriari jarraituz. Udaletxetik abiatzen da, Sesé ekialderantz eta Lanzagorta hegoalderantz jarraituz. Mendieta gaindituta espaloiak utzi eta bidegorrira sartzen da mendebalderantz bira eginez: trafikorik gabeko asfaltozko bidea da, paseatzeko egokitua. Kadagua ibaiko ibarra zeharkatzen du ibaiaren eta BI-636 arrepidearen artetik, eta Bolunburuko parkera iristen da baso itzaltsu baten ondoren ibaia gurutzatuz.",El itinerario recorre el casco urbano de Mimetiz y pasa por Uribarri.,"Ibilbideak Mimetizko herrigunea zeharkatzen du, Uribarritik pasatzen delarik.","Kosme Bibanko, 2","Kosme Bibanko, 2","Área recreativa Bolunburu, puente","Bolunburu atseden-lekua, zubia",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/153,https://www.bizkaia.eus/documents/1544457/1565773/ENK25.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK25_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK25_eu.pdf
ENK26,9,Enkarterriak,1,Lineal,Lineala,89,Zalla,89.0,Zalla,ENK26.gpx,3,Media,Ertaina,3,Media,Ertaina,4,Baja,Txikia,5.16,2.58,4,9,00:39,5.16,13.0,13.0,01:18,1,43.2136504725,,-3.1337263808,,Zalla: Mimetiz-Aranguren,"El itinerario une el casco urbano de Zalla con Mimetiz, siguiendo el bidegorri acondicionado en parte sobre el antiguo trazado del ferrocarril de La Robla. Sale del ayuntamiento hacia el este siguiendo las aceras de la BI-3602 (avenida Hermanos Maristas), cruza el paso a nivel del ferrocarril y llega al Eroski. Cruza el aparcamiento, pasa junto a su gasolinera y accede al bidegorri: se trata de una vía asfaltada sin tráfico rodado y acondicionada para el paseo. Discurre junto a la orilla izquierda del Kadagua, entrando al casco de Mimetiz por La Inmaculada. Termina en la plaza Autonomía después de cruzar el paso a nivel sobre el ferrocarril.","Ibilbideak Zallako herrigunea Mimetizekin elkartzen du, neurri batean La Roblako aintzinako trenbidean egokitutako bidegorriari jarraituz. Udaletxetik abiatzen da, BI-3602 errepideko (Anai Maristak hiribidea) espaloietan barna, trenbideko pasonibela pasatu eta Eroskira iristen da. Aparkalekua gurutzatu, gasolindegiaren ondotik igaro eta bidegorrira sartzen da: trafikorik gabeko asfaltozko bide bat da, paseatzeko egokitua. Kadagua ibaiko ezkerraldeko bazterrarekin batera doa, La Inmaculada aldetik sartzen delarik Mimetizera. Autonomia enparantzan amaitzen da, trenbideko pasonibela gurutzatu ondoren.","El itinerario recorre parte de los cascos urbanos de Mimetiz y Aranguren, pasando por Oreña.","Ibilbideak Mimetiz eta Arangureneko herriguneak zeharkatzen ditu tarte batean, Oreñatik pasatzen delarik.","Kosme Bibanko, 2","Kosme Bibanko, 2","Aranguren, Autonomia plaza","Aranguren, Autonomia plaza",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/154,https://www.bizkaia.eus/documents/1544457/1565773/ENK26.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK26_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK26_eu.pdf
ENK27,9,Enkarterriak,1,Lineal,Lineala,89,Zalla,87.0,Gueñes,ENK27.gpx,3,Media,Ertaina,3,Media,Ertaina,4,Baja,Txikia,4.84,2.42,6,15,00:37,4.84,21.0,21.0,01:13,1,43.2106318139,,-3.1146270409,,Aranguren (Zalla) - Güeñes,"El itinerario une Aranguren (Zalla) con Güeñes siguiendo la BI-3602. Sale de la plaza Autonomía siguiendo las aceras del lado sur de la carretera: incluye algún tramo complicado en Maestra Consuelo Robredo y un desvío en Arangoiti. En el límite municipal cruza al lado norte de la carretera, siendo la acera demasiado estracha en muchos tramos. Se entra en Güeñes junto a la iglesia de Andra Maria, llegando al punto final en el parque del ayuntamiento.","Ibilbideak Aranguren (Zalla) eta Gueñes elkartzen ditu BI-3602 errepidea jarraituz. Autonomia enparantzatik abiatzen da errepidearen hegoaldeko espaloietan barna, Maestra Consuelo Robredon tarte zail bat eta Arangoitin desbideraketa bat barne. Udalerrien arteko mugan errepidearen iparraldera gurutzatzen du, tarte askotan estuegia delarik. Gueñesen Andra Mari eleizatik sartzen da, udaletxeako parkean iristen delarik helmugara.","El itinerario recorre los cascos urbanos de Aranguren y Güeñes, pasando por Arangoiti.","Ibilbideak Aranguren eta Gueñeseko herriguneak zeharkatzen ditu, Arangoititik pasatzen delarik.","Aranguren, Autonomia plaza","Aranguren, Autonomia plaza","Enkarterri, 5","Enkarterri, 5",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/155,https://www.bizkaia.eus/documents/1544457/1565773/ENK27.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ENK27_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ENK27_eu.pdf
